,ID,Generation,Region,Name,Type,Pokémon.Role,Legendary,Sex,Height,Weight,Health,Attack,Sp.Attack,Defense,Sp.Defense,Speed,Total,Abilities,Height.ft,Weight.lbs,Weight.Class,Height.Class
117,58,4,Hisui,"Growlithe
Hisuian Growlithe",Fire,DPS Melee,No,"Male, Female",0.7 m (2′04″),19.0 kg (41.9 lbs),60,75,65,45,50,55,350,"Intimidate, Flash Fire, Justified",2.04,41.9,Class 2,Class 2
118,58,4,Hisui,"Growlithe
Hisuian Growlithe",Rock,DPS Melee,No,"Male, Female",0.7 m (2′04″),19.0 kg (41.9 lbs),60,75,65,45,50,55,350,"Intimidate, Flash Fire, Justified",2.04,41.9,Class 2,Class 2
119,59,1,Kanto,Arcanine,Fire,"DPS Melee, Tank",No,"Male, Female",1.9 m (6′03″),155.0 kg (341.7 lbs),90,110,100,80,80,95,555,"Intimidate, Flash Fire, Justified",6.03,341.7,Class 4,Class 4
120,59,4,Hisui,"Arcanine
Hisuian Arcanine",Fire,"DPS Melee, Tank",No,"Male, Female",1.9 m (6′03″),155.0 kg (341.7 lbs),95,115,95,80,80,90,555,"Intimidate, Flash Fire, Justified",6.03,341.7,Class 4,Class 4
121,59,4,Hisui,"Arcanine
Hisuian Arcanine",Rock,"DPS Melee, Tank",No,"Male, Female",1.9 m (6′03″),155.0 kg (341.7 lbs),95,115,95,80,80,90,555,"Intimidate, Flash Fire, Justified",6.03,341.7,Class 4,Class 4
122,60,1,Kanto,Poliwag,Water,DPS Melee,No,"Male, Female",0.6 m (2′00″),12.4 kg (27.3 lbs),40,50,40,40,40,90,300,"Water Absorb, Damp, Swift Swim",2,27.3,Class 2,Class 1
123,61,1,Kanto,Poliwhirl,Water,"DPS Melee, Tank",No,"Male, Female",1.0 m (3′03″),20.0 kg (44.1 lbs),65,65,50,65,50,90,385,"Water Absorb, Damp, Swift Swim",3.03,44.1,Class 2,Class 2
124,62,1,Kanto,Poliwrath,Water,"Tank, DPS Melee",No,"Male, Female",1.3 m (4′03″),54.0 kg (119.0 lbs),90,95,70,95,90,70,510,"Water Absorb, Damp, Swift Swim",4.03,119,Class 3,Class 3
125,62,1,Kanto,Poliwrath,Fighting,"Tank, DPS Melee",No,"Male, Female",1.3 m (4′03″),54.0 kg (119.0 lbs),90,95,70,95,90,70,510,"Water Absorb, Damp, Swift Swim",4.03,119,Class 3,Class 3
126,63,1,Kanto,Abra,Psychic,"Mage, DPS Ranged",No,"Male, Female",0.9 m (2′11″),19.5 kg (43.0 lbs),25,20,105,15,55,90,310,"Synchronize, Inner Focus, Magic Guard",2.11,43,Class 2,Class 2
127,64,1,Kanto,Kadabra,Psychic,"Mage, DPS Ranged",No,"Male, Female",1.3 m (4′03″),56.5 kg (124.6 lbs),40,35,120,30,70,105,400,"Synchronize, Inner Focus, Magic Guard",4.03,124.6,Class 3,Class 3
128,65,1,Kanto,Alakazam,Psychic,"Mage, DPS Ranged",No,"Male, Female",1.5 m (4′11″),48.0 kg (105.8 lbs),55,50,135,45,95,120,500,"Synchronize, Inner Focus, Magic Guard",4.11,105.8,Class 3,Class 3
129,65,6,Kalos,"Alakazam
Mega Alakazam",Psychic,"Mage, DPS Ranged",No,"Male, Female",1.5 m (4′11″),48.0 kg (105.8 lbs),55,50,175,65,105,150,600,"Synchronize, Inner Focus, Magic Guard",4.11,105.8,Class 3,Class 3
130,66,1,Kanto,Machop,Fighting,DPS Melee,No,"Male, Female",0.8 m (2′07″),19.5 kg (43.0 lbs),70,80,35,50,35,35,305,"Guts, No Guard, Steadfast",2.07,43,Class 2,Class 2
131,67,1,Kanto,Machoke,Fighting,"DPS Melee, Tank",No,"Male, Female",1.5 m (4′11″),70.5 kg (155.4 lbs),80,100,50,70,60,45,405,"Guts, No Guard, Steadfast",4.11,155.4,Class 3,Class 3
132,68,1,Kanto,Machamp,Fighting,"DPS Melee, Tank",No,"Male, Female",1.6 m (5′03″),130.0 kg (286.6 lbs),90,130,65,80,85,55,505,"Guts, No Guard, Steadfast",5.03,286.6,Class 4,Class 4
133,69,1,Kanto,Bellsprout,Grass,Debuffer,No,"Male, Female",0.7 m (2′04″),4.0 kg (8.8 lbs),50,75,70,35,30,40,300,"Chlorophyll, Gluttony",2.04,8.8,Class 1,Class 2
134,69,1,Kanto,Bellsprout,Poison,Debuffer,No,"Male, Female",0.7 m (2′04″),4.0 kg (8.8 lbs),50,75,70,35,30,40,300,"Chlorophyll, Gluttony",2.04,8.8,Class 1,Class 2
135,70,1,Kanto,Weepinbell,Grass,"Debuffer, DPS Ranged",No,"Male, Female",1.0 m (3′03″),6.4 kg (14.1 lbs),65,90,85,50,45,55,390,"Chlorophyll, Gluttony",3.03,14.1,Class 1,Class 2
136,70,1,Kanto,Weepinbell,Poison,"Debuffer, DPS Ranged",No,"Male, Female",1.0 m (3′03″),6.4 kg (14.1 lbs),65,90,85,50,45,55,390,"Chlorophyll, Gluttony",3.03,14.1,Class 1,Class 2
137,71,1,Kanto,Victreebel,Grass,"Debuffer, DPS Ranged, Crowd Controller",No,"Male, Female",1.7 m (5′07″),15.5 kg (34.2 lbs),80,105,100,65,70,70,490,"Chlorophyll, Gluttony",5.07,34.2,Class 2,Class 4
138,71,1,Kanto,Victreebel,Poison,"Debuffer, DPS Ranged, Crowd Controller",No,"Male, Female",1.7 m (5′07″),15.5 kg (34.2 lbs),80,105,100,65,70,70,490,"Chlorophyll, Gluttony",5.07,34.2,Class 2,Class 4
139,72,1,Kanto,Tentacool,Water,"Debuffer, DPS Ranged",No,"Male, Female",0.9 m (2′11″),45.5 kg (100.3 lbs),40,40,50,35,100,70,335,"Clear Body, Liquid Ooze, Rain Dish",2.11,100.3,Class 3,Class 2
140,72,1,Kanto,Tentacool,Poison,"Debuffer, DPS Ranged",No,"Male, Female",0.9 m (2′11″),45.5 kg (100.3 lbs),40,40,50,35,100,70,335,"Clear Body, Liquid Ooze, Rain Dish",2.11,100.3,Class 3,Class 2
141,73,1,Kanto,Tentacruel,Water,"Debuffer, DPS Ranged, Crowd Controller",No,"Male, Female",1.6 m (5′03″),55.0 kg (121.3 lbs),80,70,80,65,120,100,515,"Clear Body, Liquid Ooze, Rain Dish",5.03,121.3,Class 3,Class 4
142,73,1,Kanto,Tentacruel,Poison,"Debuffer, DPS Ranged, Crowd Controller",No,"Male, Female",1.6 m (5′03″),55.0 kg (121.3 lbs),80,70,80,65,120,100,515,"Clear Body, Liquid Ooze, Rain Dish",5.03,121.3,Class 3,Class 4
143,74,1,Kanto,Geodude,Rock,"Tank, DPS Melee",No,"Male, Female",0.4 m (1′04″),20.0 kg (44.1 lbs),40,80,30,100,30,20,300,"Rock Head, Sturdy, Sand Veil",1.04,44.1,Class 2,Class 1
144,74,1,Kanto,Geodude,Ground,"Tank, DPS Melee",No,"Male, Female",0.4 m (1′04″),20.0 kg (44.1 lbs),40,80,30,100,30,20,300,"Rock Head, Sturdy, Sand Veil",1.04,44.1,Class 2,Class 1
145,74,7,Alola,"Geodude
Alolan Geodude",Rock,"Tank, DPS Melee",No,"Male, Female",0.4 m (1′04″),20.0 kg (44.1 lbs),40,80,30,100,30,20,300,"Rock Head, Sturdy, Sand Veil",1.04,44.1,Class 2,Class 1
146,74,7,Alola,"Geodude
Alolan Geodude",Electric,"Tank, DPS Melee",No,"Male, Female",0.4 m (1′04″),20.0 kg (44.1 lbs),40,80,30,100,30,20,300,"Rock Head, Sturdy, Sand Veil",1.04,44.1,Class 2,Class 1
147,75,1,Kanto,Graveler,Rock,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),105.0 kg (231.5 lbs),55,95,45,115,45,35,390,"Rock Head, Sturdy, Sand Veil",3.03,231.5,Class 4,Class 2
148,75,1,Kanto,Graveler,Ground,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),105.0 kg (231.5 lbs),55,95,45,115,45,35,390,"Rock Head, Sturdy, Sand Veil",3.03,231.5,Class 4,Class 2
149,75,7,Alola,"Graveler
Alolan Graveler",Rock,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),105.0 kg (231.5 lbs),55,95,45,115,45,35,390,"Rock Head, Sturdy, Sand Veil",3.03,231.5,Class 4,Class 2
150,75,7,Alola,"Graveler
Alolan Graveler",Electric,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),105.0 kg (231.5 lbs),55,95,45,115,45,35,390,"Rock Head, Sturdy, Sand Veil",3.03,231.5,Class 4,Class 2
151,76,1,Kanto,Golem,Rock,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.4 m (4′07″),300.0 kg (661.4 lbs),80,120,55,130,65,45,495,"Rock Head, Sturdy, Sand Veil",4.07,661.4,Class 4,Class 3
152,76,1,Kanto,Golem,Ground,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.4 m (4′07″),300.0 kg (661.4 lbs),80,120,55,130,65,45,495,"Rock Head, Sturdy, Sand Veil",4.07,661.4,Class 4,Class 3
153,76,7,Alola,"Golem
Alolan Golem",Rock,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.4 m (4′07″),300.0 kg (661.4 lbs),80,120,55,130,65,45,495,"Rock Head, Sturdy, Sand Veil",4.07,661.4,Class 4,Class 3
154,76,7,Alola,"Golem
Alolan Golem",Electric,"Tank, DPS Melee, Crowd Controller",No,"Male, Female",1.4 m (4′07″),300.0 kg (661.4 lbs),80,120,55,130,65,45,495,"Rock Head, Sturdy, Sand Veil",4.07,661.4,Class 4,Class 3
155,77,1,Kanto,Ponyta,Fire,DPS Melee,No,"Male, Female",1.0 m (3′03″),30.0 kg (66.1 lbs),50,85,65,55,65,90,410,"Run Away, Flash Fire, Flame Body",3.03,66.1,Class 2,Class 2
156,77,8,Galar,"Ponyta
Galarian Ponyta",Psychic,"DPS Melee, Support",No,"Male, Female",1.0 m (3′03″),30.0 kg (66.1 lbs),50,85,65,55,65,90,410,"Run Away, Flash Fire, Flame Body",3.03,66.1,Class 2,Class 2
157,78,1,Kanto,Rapidash,Fire,"DPS Melee, DPS Ranged",No,"Male, Female",1.7 m (5′07″),95.0 kg (209.4 lbs),65,100,80,70,80,105,500,"Run Away, Flash Fire, Flame Body",5.07,209.4,Class 4,Class 4
158,78,8,Galar,"Rapidash
Galarian Rapidash",Psychic,"DPS Melee, Support, Healer",No,"Male, Female",1.7 m (5′07″),95.0 kg (209.4 lbs),65,100,80,70,80,105,500,"Run Away, Flash Fire, Flame Body",5.07,209.4,Class 4,Class 4
159,78,8,Galar,"Rapidash
Galarian Rapidash",Fairy,"DPS Melee, Support, Healer",No,"Male, Female",1.7 m (5′07″),95.0 kg (209.4 lbs),65,100,80,70,80,105,500,"Run Away, Flash Fire, Flame Body",5.07,209.4,Class 4,Class 4
160,79,1,Kanto,Slowpoke,Water,"Support, Healer",No,"Male, Female",1.2 m (3′11″),36.0 kg (79.4 lbs),90,65,40,65,40,15,315,"Oblivious, Own Tempo, Regenerator",3.11,79.4,Class 3,Class 3
161,79,1,Kanto,Slowpoke,Psychic,"Support, Healer",No,"Male, Female",1.2 m (3′11″),36.0 kg (79.4 lbs),90,65,40,65,40,15,315,"Oblivious, Own Tempo, Regenerator",3.11,79.4,Class 3,Class 3
162,79,8,Galar,"Slowpoke
Galarian Slowpoke",Psychic,"Support, Healer",No,"Male, Female",1.2 m (3′11″),36.0 kg (79.4 lbs),90,65,40,65,40,15,315,"Oblivious, Own Tempo, Regenerator",3.11,79.4,Class 3,Class 3
163,80,1,Kanto,Slowbro,Water,"Tank, Support, Healer",No,"Male, Female",1.6 m (5′03″),78.5 kg (173.1 lbs),95,75,100,110,80,30,490,"Oblivious, Own Tempo, Regenerator",5.03,173.1,Class 4,Class 4
164,80,1,Kanto,Slowbro,Psychic,"Tank, Support, Healer",No,"Male, Female",1.6 m (5′03″),78.5 kg (173.1 lbs),95,75,100,110,80,30,490,"Oblivious, Own Tempo, Regenerator",5.03,173.1,Class 4,Class 4
165,80,6,Kalos,"Slowbro
Mega Slowbro",Water,"Tank, Support, Healer",No,"Male, Female",1.6 m (5′03″),78.5 kg (173.1 lbs),95,75,130,180,80,30,590,"Oblivious, Own Tempo, Regenerator",5.03,173.1,Class 4,Class 4
166,80,6,Kalos,"Slowbro
Mega Slowbro",Psychic,"Tank, Support, Healer",No,"Male, Female",1.6 m (5′03″),78.5 kg (173.1 lbs),95,75,130,180,80,30,590,"Oblivious, Own Tempo, Regenerator",5.03,173.1,Class 4,Class 4
167,80,8,Galar,"Slowbro
Galarian Slowbro",Poison,"Tank, DPS Ranged, Debuffer",No,"Male, Female",1.6 m (5′03″),78.5 kg (173.1 lbs),95,100,100,95,70,30,490,"Oblivious, Own Tempo, Regenerator",5.03,173.1,Class 4,Class 4
168,80,8,Galar,"Slowbro
Galarian Slowbro",Psychic,"Tank, DPS Ranged, Debuffer",No,"Male, Female",1.6 m (5′03″),78.5 kg (173.1 lbs),95,100,100,95,70,30,490,"Oblivious, Own Tempo, Regenerator",5.03,173.1,Class 4,Class 4
169,81,1,Kanto,Magnemite,Electric,DPS Ranged,No,Genderless,0.3 m (1′00″),6.0 kg (13.2 lbs),25,35,95,70,55,45,325,"Magnet Pull, Sturdy, Analytic",1,13.2,Class 1,Class 1
170,81,1,Kanto,Magnemite,Steel,DPS Ranged,No,Genderless,0.3 m (1′00″),6.0 kg (13.2 lbs),25,35,95,70,55,45,325,"Magnet Pull, Sturdy, Analytic",1,13.2,Class 1,Class 1
171,82,1,Kanto,Magneton,Electric,DPS Ranged,No,Genderless,1.0 m (3′03″),60.0 kg (132.3 lbs),50,60,120,95,70,70,465,"Magnet Pull, Sturdy, Analytic",3.03,132.3,Class 3,Class 2
172,82,1,Kanto,Magneton,Steel,DPS Ranged,No,Genderless,1.0 m (3′03″),60.0 kg (132.3 lbs),50,60,120,95,70,70,465,"Magnet Pull, Sturdy, Analytic",3.03,132.3,Class 3,Class 2
173,83,1,Kanto,Farfetch'd,Normal,"DPS Melee, Scout",No,"Male, Female",0.8 m (2′07″),15.0 kg (33.1 lbs),52,90,58,55,62,60,377,"Keen Eye, Inner Focus, Defiant",2.07,33.1,Class 2,Class 2
174,83,1,Kanto,Farfetch'd,Flying,"DPS Melee, Scout",No,"Male, Female",0.8 m (2′07″),15.0 kg (33.1 lbs),52,90,58,55,62,60,377,"Keen Eye, Inner Focus, Defiant",2.07,33.1,Class 2,Class 2
175,83,8,Galar,"Farfetch'd
Galarian Farfetch'd",Fighting,DPS Melee,No,"Male, Female",0.8 m (2′07″),15.0 kg (33.1 lbs),52,95,58,55,62,55,377,"Keen Eye, Inner Focus, Defiant",2.07,33.1,Class 2,Class 2
176,84,1,Kanto,Doduo,Normal,"Scout, DPS Melee",No,"Male, Female",1.4 m (4′07″),39.2 kg (86.4 lbs),35,85,35,45,35,75,310,"Run Away, Early Bird, Tangled Feet",4.07,86.4,Class 3,Class 3
177,84,1,Kanto,Doduo,Flying,"Scout, DPS Melee",No,"Male, Female",1.4 m (4′07″),39.2 kg (86.4 lbs),35,85,35,45,35,75,310,"Run Away, Early Bird, Tangled Feet",4.07,86.4,Class 3,Class 3
178,85,1,Kanto,Dodrio,Normal,"DPS Melee, Scout",No,"Male, Female",1.8 m (5′11″),85.2 kg (187.8 lbs),60,110,60,70,60,110,470,"Run Away, Early Bird, Tangled Feet",5.11,187.8,Class 4,Class 4
179,85,1,Kanto,Dodrio,Flying,"DPS Melee, Scout",No,"Male, Female",1.8 m (5′11″),85.2 kg (187.8 lbs),60,110,60,70,60,110,470,"Run Away, Early Bird, Tangled Feet",5.11,187.8,Class 4,Class 4
180,86,1,Kanto,Seel,Water,"Support, Healer",No,"Male, Female",1.1 m (3′07″),90.0 kg (198.4 lbs),65,45,45,55,70,45,325,"Thick Fat, Hydration, Ice Body",3.07,198.4,Class 4,Class 3
181,87,1,Kanto,Dewgong,Water,"Support, Healer, DPS Ranged",No,"Male, Female",1.7 m (5′07″),120.0 kg (264.6 lbs),90,70,70,80,95,70,475,"Thick Fat, Hydration, Ice Body",5.07,264.6,Class 4,Class 4
182,87,1,Kanto,Dewgong,Ice,"Support, Healer, DPS Ranged",No,"Male, Female",1.7 m (5′07″),120.0 kg (264.6 lbs),90,70,70,80,95,70,475,"Thick Fat, Hydration, Ice Body",5.07,264.6,Class 4,Class 4
183,88,1,Kanto,Grimer,Poison,Debuffer,No,"Male, Female",0.9 m (2′11″),30.0 kg (66.1 lbs),80,80,40,50,50,25,325,"Stench, Sticky Hold, Poison Touch",2.11,66.1,Class 2,Class 2
184,88,7,Alola,"Grimer
Alolan Grimer",Poison,"Debuffer, Tank",No,"Male, Female",0.9 m (2′11″),30.0 kg (66.1 lbs),80,80,40,50,50,25,325,"Stench, Sticky Hold, Poison Touch",2.11,66.1,Class 2,Class 2
185,88,7,Alola,"Grimer
Alolan Grimer",Dark,"Debuffer, Tank",No,"Male, Female",0.9 m (2′11″),30.0 kg (66.1 lbs),80,80,40,50,50,25,325,"Stench, Sticky Hold, Poison Touch",2.11,66.1,Class 2,Class 2
186,89,1,Kanto,Muk,Poison,"Tank, Debuffer",No,"Male, Female",1.2 m (3′11″),30.0 kg (66.1 lbs),105,105,65,75,100,50,500,"Stench, Sticky Hold, Poison Touch",3.11,66.1,Class 2,Class 3
187,89,7,Alola,"Muk
Alolan Muk",Poison,"Tank, Debuffer",No,"Male, Female",1.2 m (3′11″),30.0 kg (66.1 lbs),105,105,65,75,100,50,500,"Stench, Sticky Hold, Poison Touch",3.11,66.1,Class 2,Class 3
188,89,7,Alola,"Muk
Alolan Muk",Dark,"Tank, Debuffer",No,"Male, Female",1.2 m (3′11″),30.0 kg (66.1 lbs),105,105,65,75,100,50,500,"Stench, Sticky Hold, Poison Touch",3.11,66.1,Class 2,Class 3
189,90,1,Kanto,Shellder,Water,Tank,No,"Male, Female",0.3 m (1′00″),4.0 kg (8.8 lbs),30,65,45,100,25,40,305,"Shell Armor, Skill Link, Overcoat",1,8.8,Class 1,Class 1
190,91,1,Kanto,Cloyster,Water,"Tank, DPS Ranged, Crowd Controller",No,"Male, Female",1.5 m (4′11″),132.5 kg (292.1 lbs),50,95,85,180,45,70,525,"Shell Armor, Skill Link, Overcoat",4.11,292.1,Class 4,Class 3
191,91,1,Kanto,Cloyster,Ice,"Tank, DPS Ranged, Crowd Controller",No,"Male, Female",1.5 m (4′11″),132.5 kg (292.1 lbs),50,95,85,180,45,70,525,"Shell Armor, Skill Link, Overcoat",4.11,292.1,Class 4,Class 3
192,92,1,Kanto,Gastly,Ghost,"Mage, Debuffer",No,"Male, Female",1.3 m (4′03″),0.1 kg (0.2 lbs),30,35,100,30,35,80,310,Levitate,4.03,0.2,Class 1,Class 3
193,92,1,Kanto,Gastly,Poison,"Mage, Debuffer",No,"Male, Female",1.3 m (4′03″),0.1 kg (0.2 lbs),30,35,100,30,35,80,310,Levitate,4.03,0.2,Class 1,Class 3
194,93,1,Kanto,Haunter,Ghost,"Mage, Debuffer",No,"Male, Female",1.6 m (5′03″),0.1 kg (0.2 lbs),45,50,115,45,55,95,405,Levitate,5.03,0.2,Class 1,Class 4
195,93,1,Kanto,Haunter,Poison,"Mage, Debuffer",No,"Male, Female",1.6 m (5′03″),0.1 kg (0.2 lbs),45,50,115,45,55,95,405,Levitate,5.03,0.2,Class 1,Class 4
196,94,1,Kanto,Gengar,Ghost,"Mage, DPS Ranged",No,"Male, Female",1.5 m (4′11″),40.5 kg (89.3 lbs),60,65,130,60,75,110,500,Cursed Body,4.11,89.3,Class 3,Class 3
197,94,1,Kanto,Gengar,Poison,"Mage, DPS Ranged",No,"Male, Female",1.5 m (4′11″),40.5 kg (89.3 lbs),60,65,130,60,75,110,500,Cursed Body,4.11,89.3,Class 3,Class 3
198,94,6,Kalos,"Gengar
Mega Gengar",Ghost,"Mage, DPS Ranged",No,"Male, Female",1.5 m (4′11″),40.5 kg (89.3 lbs),60,65,170,80,95,130,600,Cursed Body,4.11,89.3,Class 3,Class 3
199,94,6,Kalos,"Gengar
Mega Gengar",Poison,"Mage, DPS Ranged",No,"Male, Female",1.5 m (4′11″),40.5 kg (89.3 lbs),60,65,170,80,95,130,600,Cursed Body,4.11,89.3,Class 3,Class 3
200,95,1,Kanto,Onix,Rock,"Tank, Crowd Controller",No,"Male, Female",8.8 m (28′10″),210.0 kg (463.0 lbs),35,45,30,160,45,70,385,"Rock Head, Sturdy, Weak Armor",28.1,463,Class 4,Class 4
201,95,1,Kanto,Onix,Ground,"Tank, Crowd Controller",No,"Male, Female",8.8 m (28′10″),210.0 kg (463.0 lbs),35,45,30,160,45,70,385,"Rock Head, Sturdy, Weak Armor",28.1,463,Class 4,Class 4
202,96,1,Kanto,Drowzee,Psychic,"Mage, Support",No,"Male, Female",1.0 m (3′03″),32.4 kg (71.4 lbs),60,48,43,45,90,42,328,"Insomnia, Forewarn, Inner Focus",3.03,71.4,Class 3,Class 2
203,97,1,Kanto,Hypno,Psychic,"Mage, Support, Debuffer",No,"Male, Female",1.6 m (5′03″),75.6 kg (166.7 lbs),85,73,73,70,115,67,483,"Insomnia, Forewarn, Inner Focus",5.03,166.7,Class 3,Class 4
204,98,1,Kanto,Krabby,Water,DPS Melee,No,"Male, Female",0.4 m (1′04″),6.5 kg (14.3 lbs),30,105,25,90,25,50,325,"Hyper Cutter, Shell Armor, Sheer Force",1.04,14.3,Class 1,Class 1
205,99,1,Kanto,Kingler,Water,"DPS Melee, Tank",No,"Male, Female",1.3 m (4′03″),60.0 kg (132.3 lbs),55,130,50,115,50,75,475,"Hyper Cutter, Shell Armor, Sheer Force",4.03,132.3,Class 3,Class 3
206,100,1,Kanto,Voltorb,Electric,"Scout, Crowd Controller",No,Genderless,0.5 m (1′08″),10.4 kg (22.9 lbs),40,30,55,50,55,100,330,"Soundproof, Static, Aftermath",1.08,22.9,Class 2,Class 1
207,100,4,Hisui,"Voltorb
Hisuian Voltorb",Electric,"Scout, Crowd Controller",No,Genderless,0.5 m (1′08″),10.4 kg (22.9 lbs),40,30,55,50,55,100,330,"Soundproof, Static, Aftermath",1.08,22.9,Class 2,Class 1
208,100,4,Hisui,"Voltorb
Hisuian Voltorb",Grass,"Scout, Crowd Controller",No,Genderless,0.5 m (1′08″),10.4 kg (22.9 lbs),40,30,55,50,55,100,330,"Soundproof, Static, Aftermath",1.08,22.9,Class 2,Class 1
209,101,1,Kanto,Electrode,Electric,"Scout, Crowd Controller",No,Genderless,1.2 m (3′11″),66.6 kg (146.8 lbs),60,50,80,70,80,150,490,"Soundproof, Static, Aftermath",3.11,146.8,Class 3,Class 3
210,101,4,Hisui,"Electrode
Hisuian Electrode",Electric,"Scout, Crowd Controller",No,Genderless,1.2 m (3′11″),66.6 kg (146.8 lbs),60,50,80,70,80,150,490,"Soundproof, Static, Aftermath",3.11,146.8,Class 3,Class 3
211,101,4,Hisui,"Electrode
Hisuian Electrode",Grass,"Scout, Crowd Controller",No,Genderless,1.2 m (3′11″),66.6 kg (146.8 lbs),60,50,80,70,80,150,490,"Soundproof, Static, Aftermath",3.11,146.8,Class 3,Class 3
212,102,1,Kanto,Exeggcute,Grass,"Debuffer, Crowd Controller",No,"Male, Female",0.4 m (1′04″),2.5 kg (5.5 lbs),60,40,60,80,45,40,325,"Chlorophyll, Harvest",1.04,5.5,Class 1,Class 1
213,102,1,Kanto,Exeggcute,Psychic,"Debuffer, Crowd Controller",No,"Male, Female",0.4 m (1′04″),2.5 kg (5.5 lbs),60,40,60,80,45,40,325,"Chlorophyll, Harvest",1.04,5.5,Class 1,Class 1
214,103,1,Kanto,Exeggutor,Grass,"Mage, Debuffer, Crowd Controller",No,"Male, Female",2.0 m (6′07″),120.0 kg (264.6 lbs),95,95,125,85,75,55,530,"Chlorophyll, Harvest",6.07,264.6,Class 4,Class 4
215,103,1,Kanto,Exeggutor,Psychic,"Mage, Debuffer, Crowd Controller",No,"Male, Female",2.0 m (6′07″),120.0 kg (264.6 lbs),95,95,125,85,75,55,530,"Chlorophyll, Harvest",6.07,264.6,Class 4,Class 4
216,103,7,Alola,"Exeggutor
Alolan Exeggutor",Grass,"Mage, Debuffer, Crowd Controller",No,"Male, Female",2.0 m (6′07″),120.0 kg (264.6 lbs),95,105,125,85,75,45,530,"Chlorophyll, Harvest",6.07,264.6,Class 4,Class 4
217,103,7,Alola,"Exeggutor
Alolan Exeggutor",Dragon,"Mage, Debuffer, Crowd Controller",No,"Male, Female",2.0 m (6′07″),120.0 kg (264.6 lbs),95,105,125,85,75,45,530,"Chlorophyll, Harvest",6.07,264.6,Class 4,Class 4
218,104,1,Kanto,Cubone,Ground,DPS Melee,No,"Male, Female",0.4 m (1′04″),6.5 kg (14.3 lbs),50,50,40,95,50,35,320,"Rock Head, Lightning Rod, Battle Armor",1.04,14.3,Class 1,Class 1
219,105,1,Kanto,Marowak,Ground,"DPS Melee, Tank",No,"Male, Female",1.0 m (3′03″),45.0 kg (99.2 lbs),60,80,50,110,80,45,425,"Rock Head, Lightning Rod, Battle Armor",3.03,99.2,Class 3,Class 2
220,105,7,Alola,"Marowak
Alolan Marowak",Fire,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.0 m (3′03″),45.0 kg (99.2 lbs),60,80,50,110,80,45,425,"Rock Head, Lightning Rod, Battle Armor",3.03,99.2,Class 3,Class 2
221,105,7,Alola,"Marowak
Alolan Marowak",Ghost,"DPS Melee, Tank, Crowd Controller",No,"Male, Female",1.0 m (3′03″),45.0 kg (99.2 lbs),60,80,50,110,80,45,425,"Rock Head, Lightning Rod, Battle Armor",3.03,99.2,Class 3,Class 2
222,106,1,Kanto,Hitmonlee,Fighting,DPS Melee,No,Male,1.5 m (4′11″),49.8 kg (109.8 lbs),50,120,35,53,110,87,455,"Limber, Reckless, Unburden",4.11,109.8,Class 3,Class 3
223,107,1,Kanto,Hitmonchan,Fighting,DPS Melee,No,Male,1.4 m (4′07″),50.2 kg (110.7 lbs),50,105,35,79,110,76,455,"Keen Eye, Iron Fist, Inner Focus",4.07,110.7,Class 3,Class 3
224,108,1,Kanto,Lickitung,Normal,"Support, Tank",No,"Male, Female",1.2 m (3′11″),65.5 kg (144.4 lbs),90,55,60,75,75,30,385,"Own Tempo, Oblivious, Cloud Nine",3.11,144.4,Class 3,Class 3
225,109,1,Kanto,Koffing,Poison,"Debuffer, Crowd Controller",No,"Male, Female",0.6 m (2′00″),1.0 kg (2.2 lbs),40,65,60,95,45,35,340,"Levitate, Neutralizing Gas, Stench",2,2.2,Class 1,Class 1
226,110,1,Kanto,Weezing,Poison,"Debuffer, Crowd Controller",No,"Male, Female",1.2 m (3′11″),9.5 kg (20.9 lbs),65,90,85,120,70,60,490,"Levitate, Neutralizing Gas, Stench",3.11,20.9,Class 2,Class 3
227,110,8,Galar,"Weezing
Galarian Weezing",Poison,"Debuffer, Crowd Controller, Support",No,"Male, Female",1.2 m (3′11″),9.5 kg (20.9 lbs),65,90,85,120,70,60,490,"Levitate, Neutralizing Gas, Stench",3.11,20.9,Class 2,Class 3
228,110,8,Galar,"Weezing
Galarian Weezing",Fairy,"Debuffer, Crowd Controller, Support",No,"Male, Female",1.2 m (3′11″),9.5 kg (20.9 lbs),65,90,85,120,70,60,490,"Levitate, Neutralizing Gas, Stench",3.11,20.9,Class 2,Class 3
229,111,1,Kanto,Rhyhorn,Ground,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),115.0 kg (253.5 lbs),80,85,30,95,30,25,345,"Lightning Rod, Rock Head, Reckless",3.03,253.5,Class 4,Class 2
230,111,1,Kanto,Rhyhorn,Rock,"Tank, DPS Melee",No,"Male, Female",1.0 m (3′03″),115.0 kg (253.5 lbs),80,85,30,95,30,25,345,"Lightning Rod, Rock Head, Reckless",3.03,253.5,Class 4,Class 2
